seconds_since_last_llm_call,hour_of_day,is_weekend,app_category,title_length,app_changed,is_first_time_app_today,switches_last_5min,title_semantic_similarity_to_previous,worth_flagging
593.0,9,False,terminal,11,True,False,2,0.10376185923814774,1
75.0,9,False,terminal,10,False,False,2,0.13288097083568573,0
253.0,9,False,terminal,10,False,False,2,1.0,0
467.0,10,False,terminal,11,False,False,1,0.13288097083568573,0
546.0,10,False,terminal,16,False,False,2,0.08513405919075012,0
571.0,10,False,terminal,10,False,False,2,0.018264450132846832,0
743.0,10,False,terminal,11,False,False,3,0.13288097083568573,0
802.0,10,False,terminal,11,False,False,3,1.0,0
876.0,10,False,terminal,10,False,False,2,0.13288097083568573,0
916.0,10,False,other,0,True,False,3,0.12959259748458862,0
983.0,10,False,other,0,False,False,4,1.0,0
1151.0,10,False,other,0,False,False,3,1.0,0
1261.0,10,False,other,0,False,False,2,1.0,0
1291.0,10,False,other,0,False,False,2,1.0,0
1297.0,10,False,other,0,False,False,3,1.0,0
1469.0,10,False,browser,5,True,False,3,0.18210408091545105,1
171.0,10,False,chat,8,True,False,1,0.3990950882434845,0
258.0,10,False,chat,8,False,False,2,1.0,0
495.0,10,False,chat,8,False,False,1,1.0,0
636.0,10,False,other,0,True,False,1,0.16927768290042877,0
874.0,10,False,chat,15,True,True,1,0.10489481687545776,1
240.0,10,False,chat,8,True,True,1,0.054968830198049545,0
446.0,10,False,chat,12,False,False,1,0.4567888677120209,0
674.0,10,False,chat,11,False,False,1,0.18231408298015594,0
755.0,10,False,ide,16,True,False,1,0.15151171386241913,1
90.0,10,False,ide,16,False,False,2,1.0,0
234.0,10,False,ide,33,False,False,2,0.1529022455215454,0
456.0,10,False,ide,16,False,False,1,0.1529022455215454,0
510.0,10,False,ide,25,False,False,2,0.27021536231040955,0
702.0,10,False,chat,8,True,False,2,0.03629758581519127,0
890.0,11,False,chat,12,False,False,1,0.4567888677120209,0
981.0,11,False,chat,11,False,False,2,0.18231408298015594,1
49.0,11,False,document,18,True,False,2,0.07225093245506287,0
265.0,11,False,document,18,False,False,2,1.0,0
292.0,11,False,document,18,False,False,3,1.0,0
344.0,11,False,document,18,False,False,3,1.0,0
412.0,11,False,chat,12,True,False,3,0.14491255581378937,1
inf,9,False,ide,16,True,True,0,0.0,1
16.0,9,False,ide,16,False,False,1,1.0,0
37.0,9,False,ide,33,False,False,2,0.1529022455215454,1
233.0,9,False,ide,16,False,False,3,0.1529022455215454,1
13.0,9,False,ide,25,False,False,4,0.27021536231040955,1
201.0,9,False,ide,16,False,False,2,0.27021536231040955,1
191.0,9,False,ide,33,False,False,1,0.1529022455215454,0
291.0,9,False,ide,25,False,False,2,0.09299741685390472,0
518.0,9,False,chat,8,True,True,1,-0.04968135431408882,1
25.0,9,False,chat,12,True,True,2,0.08680709451436996,0
253.0,9,False,chat,11,False,False,2,0.18231408298015594,0
478.0,9,False,chat,11,False,False,1,1.0,0
620.0,9,False,chat,8,False,False,1,0.2170764058828354,0
811.0,9,False,chat,8,False,False,1,1.0,0
1009.0,9,False,chat,15,True,True,1,0.054968830198049545,0
1132.0,9,False,chat,15,False,False,1,1.0,0
1273.0,9,False,chat,15,False,False,2,1.0,0
1341.0,9,False,chat,15,False,False,2,1.0,0
1416.0,9,False,chat,15,False,False,3,1.0,1
13.0,9,False,chat,15,False,False,4,1.0,0
214.0,9,False,chat,11,True,False,3,0.18394501507282257,0
271.0,9,False,ide,16,True,False,3,0.15151171386241913,0
284.0,9,False,ide,33,False,False,4,0.1529022455215454,1
185.0,9,False,ide,33,False,False,3,1.0,0
201.0,9,False,terminal,10,True,True,4,0.05828743055462837,1
143.0,9,False,terminal,16,False,False,2,0.018264450132846832,0
183.0,9,False,terminal,16,False,False,3,1.0,1
64.0,9,False,terminal,11,False,False,4,0.08513405919075012,1
152.0,9,False,other,0,True,True,3,0.10376185923814774,1
65.0,9,False,other,0,False,False,3,1.0,0
239.0,10,False,other,0,False,False,2,1.0,0
320.0,10,False,other,0,False,False,2,1.0,0
485.0,10,False,other,0,False,False,2,1.0,0
502.0,10,False,other,0,False,False,3,1.0,0
708.0,10,False,document,18,True,True,2,0.09299242496490479,1
109.0,10,False,document,18,False,False,1,1.0,0
161.0,10,False,document,18,False,False,2,1.0,0
383.0,10,False,chat,8,True,False,2,0.16481518745422363,0
424.0,10,False,chat,11,False,False,2,0.2170764058828354,0
534.0,10,False,ide,33,True,False,2,0.10184679180383682,1
104.0,10,False,document,18,True,False,3,0.09405893832445145,1
89.0,10,False,document,18,False,False,2,1.0,0
310.0,10,False,document,18,False,False,1,1.0,1
18.0,10,False,document,18,False,False,2,1.0,0
246.0,10,False,document,18,False,False,2,1.0,0
373.0,10,False,document,18,False,False,1,1.0,0
455.0,10,False,document,18,False,False,2,1.0,0
508.0,10,False,ide,16,True,False,3,0.11449354887008667,1
198.0,10,False,browser,7,True,True,2,0.02942928671836853,1
183.0,10,False,browser,29,False,False,1,0.10767611861228943,0
289.0,10,False,browser,29,False,False,2,1.0,0
492.0,10,False,document,18,True,False,1,0.1093020811676979,0
633.0,10,False,document,18,False,False,1,1.0,0
704.0,10,False,document,18,False,False,2,1.0,0
828.0,10,False,document,18,False,False,2,1.0,0
1027.0,10,False,document,18,False,False,1,1.0,0
1112.0,10,False,browser,5,True,False,2,0.04298821836709976,1
226.0,10,False,browser,7,False,False,1,0.3370339870452881,0
235.0,11,False,browser,29,False,False,2,0.10767611861228943,1
153.0,11,False,browser,7,False,False,2,0.10767611861228943,0
inf,9,False,chat,15,True,True,0,0.0,0
inf,9,False,chat,15,False,False,1,1.0,0
inf,9,False,document,18,True,True,2,0.1011812835931778,1
146.0,9,False,document,18,False,False,2,1.0,0
330.0,9,False,document,18,False,False,1,1.0,0
551.0,9,False,document,18,False,False,1,1.0,0
700.0,9,False,document,18,False,False,1,1.0,0
940.0,9,False,ide,33,True,True,1,0.09405893832445145,1
235.0,9,False,ide,16,False,False,1,0.1529022455215454,1
74.0,9,False,document,18,True,False,1,0.11449354887008667,1
180.0,9,False,document,18,False,False,2,1.0,0
230.0,9,False,chat,8,True,True,2,0.07372437417507172,1
58.0,9,False,terminal,16,True,True,3,-0.026658130809664726,1
215.0,9,False,terminal,10,False,False,2,0.018264450132846832,0
296.0,9,False,terminal,16,False,False,2,0.018264450132846832,0
446.0,9,False,terminal,16,False,False,2,1.0,0
549.0,9,False,chat,8,True,False,2,-0.026658130809664726,0
739.0,9,False,browser,7,True,True,2,0.2692223787307739,0
832.0,9,False,browser,7,False,False,2,1.0,0
896.0,9,False,browser,5,False,False,2,0.3370339870452881,1
201.0,9,False,chat,11,True,True,2,0.25155866146087646,0
307.0,9,False,chat,11,False,False,1,1.0,0
474.0,9,False,terminal,16,True,False,2,0.010716784745454788,0
604.0,9,False,terminal,11,False,False,2,0.08513405919075012,0
705.0,9,False,terminal,10,False,False,2,0.13288097083568573,0
859.0,9,False,terminal,10,False,False,2,1.0,1
202.0,10,False,terminal,16,False,False,1,0.018264450132846832,1
187.0,10,False,terminal,16,False,False,1,1.0,0
231.0,10,False,terminal,11,False,False,2,0.08513405919075012,1
44.0,10,False,terminal,10,False,False,3,0.13288097083568573,1
32.0,10,False,chat,12,True,False,3,0.07229922711849213,0
150.0,10,False,chat,12,False,False,4,1.0,0
181.0,10,False,chat,12,False,False,5,1.0,0
296.0,10,False,chat,8,False,False,4,0.4567888677120209,0
432.0,10,False,chat,11,False,False,3,0.2170764058828354,1
27.0,10,False,chat,8,False,False,3,0.2170764058828354,0
184.0,10,False,chat,8,False,False,2,1.0,0
410.0,10,False,chat,12,False,False,1,0.4567888677120209,0
520.0,10,False,chat,12,False,False,1,1.0,0
710.0,10,False,chat,8,False,False,2,0.4567888677120209,0
848.0,10,False,browser,7,True,False,1,0.08498431742191315,0
896.0,10,False,browser,5,False,False,2,0.3370339870452881,0
969.0,10,False,browser,5,False,False,3,1.0,1
47.0,10,False,browser,29,False,False,3,0.12991370260715485,1
81.0,10,False,browser,5,False,False,4,0.12991370260715485,1
97.0,10,False,browser,29,False,False,4,0.12991370260715485,0
286.0,10,False,browser,29,False,False,2,1.0,0
448.0,10,False,browser,7,False,False,1,0.10767611861228943,1
39.0,10,False,browser,29,False,False,2,0.10767611861228943,0
129.0,10,False,browser,5,False,False,3,0.12991370260715485,1
117.0,10,False,chat,8,True,False,3,0.3990950882434845,1
81.0,10,False,chat,8,False,False,3,1.0,0
208.0,10,False,chat,8,False,False,2,1.0,0
294.0,10,False,chat,8,False,False,3,1.0,0
446.0,10,False,chat,8,False,False,2,1.0,0
522.0,10,False,terminal,11,True,False,2,0.010674942284822464,1
34.0,10,False,chat,8,True,False,3,0.010674942284822464,1
144.0,10,False,browser,7,True,False,3,0.2692223787307739,0
155.0,10,False,browser,7,False,False,4,1.0,0
272.0,10,False,chat,8,True,False,3,0.2692223787307739,1
inf,9,False,browser,7,True,True,0,0.0,1
16.0,9,False,browser,5,False,False,1,0.3370339870452881,0
238.0,9,False,ide,16,True,True,2,0.0007697939872741699,1
178.0,9,False,ide,16,False,False,1,1.0,0
315.0,9,False,other,0,True,True,1,0.08834140002727509,1
89.0,9,False,other,0,False,False,2,1.0,0
153.0,9,False,other,0,False,False,3,1.0,0
205.0,9,False,document,18,True,True,3,0.09299242496490479,0
311.0,9,False,document,18,False,False,3,1.0,1
120.0,9,False,document,18,False,False,3,1.0,1
6.0,9,False,document,18,False,False,4,1.0,0
203.0,9,False,browser,5,True,False,2,0.04298821836709976,0
355.0,9,False,chat,15,True,True,1,0.4214235842227936,0
453.0,9,False,chat,15,False,False,2,1.0,0
487.0,9,False,chat,15,False,False,3,1.0,0
627.0,9,False,chat,15,False,False,3,1.0,0
731.0,9,False,terminal,10,True,True,3,0.10581662505865097,1
34.0,9,False,terminal,10,False,False,3,1.0,0
197.0,9,False,terminal,11,False,False,2,0.13288097083568573,1
185.0,9,False,terminal,10,False,False,1,0.13288097083568573,0
362.0,9,False,document,18,True,False,1,0.12766976654529572,1
66.0,9,False,document,18,False,False,2,1.0,0
166.0,9,False,document,18,False,False,2,1.0,0
278.0,9,False,document,18,False,False,3,1.0,1
113.0,9,False,document,18,False,False,2,1.0,0
260.0,9,False,document,18,False,False,2,1.0,0
300.0,9,False,document,18,False,False,3,1.0,0
463.0,9,False,document,18,False,False,2,1.0,0
470.0,9,False,document,18,False,False,3,1.0,0
683.0,9,False,document,18,False,False,2,1.0,1
109.0,9,False,document,18,False,False,1,1.0,0
295.0,10,False,document,18,False,False,2,1.0,0
321.0,10,False,chat,8,True,True,2,0.16481518745422363,1
79.0,10,False,chat,8,False,False,3,1.0,1
142.0,10,False,chat,8,False,False,3,1.0,0
291.0,10,False,chat,12,False,False,2,0.4567888677120209,0
436.0,10,False,chat,15,True,False,2,0.0035856072790920734,1
73.0,10,False,chat,15,False,False,2,1.0,0
216.0,10,False,other,0,True,False,2,0.10489481687545776,1
117.0,10,False,ide,33,True,False,2,0.12626834213733673,0
148.0,10,False,ide,25,False,False,3,0.09299741685390472,1
81.0,10,False,other,0,True,False,3,0.049392957240343094,0
153.0,10,False,ide,25,True,False,3,0.049392957240343094,1
117.0,10,False,ide,16,False,False,3,0.27021536231040955,0
175.0,10,False,browser,29,True,False,3,0.38542240858078003,1
225.0,10,False,document,18,True,False,2,0.1093020811676979,0
272.0,10,False,other,0,True,False,2,0.09299242496490479,0
485.0,10,False,other,0,False,False,2,1.0,0
635.0,10,False,other,0,False,False,1,1.0,0
792.0,10,False,other,0,False,False,1,1.0,0
977.0,10,False,other,0,False,False,1,1.0,0
1201.0,10,False,other,0,False,False,1,1.0,0
1240.0,10,False,other,0,False,False,2,1.0,0
1480.0,10,False,chat,15,True,False,2,0.10489481687545776,1
226.0,10,False,chat,15,False,False,1,1.0,0
294.0,10,False,chat,15,False,False,2,1.0,0
511.0,10,False,chat,15,False,False,2,1.0,1
130.0,10,False,chat,15,False,False,1,1.0,0
295.0,10,False,chat,15,False,False,2,1.0,0
319.0,10,False,chat,15,False,False,2,1.0,0
inf,9,True,chat,15,True,True,0,0.0,0
inf,9,True,chat,15,False,False,1,1.0,0
inf,9,True,chat,15,False,False,2,1.0,0
inf,9,True,chat,15,False,False,3,1.0,0
inf,9,True,chat,15,False,False,3,1.0,0
inf,9,True,chat,15,False,False,3,1.0,1
140.0,9,True,browser,29,True,True,1,0.0745091661810875,1
171.0,9,True,browser,7,False,False,1,0.10767611861228943,0
360.0,9,True,browser,5,False,False,1,0.3370339870452881,0
403.0,9,True,browser,7,False,False,2,0.3370339870452881,0
628.0,9,True,document,18,True,True,2,0.0225155521184206,1
40.0,9,True,document,18,False,False,2,1.0,1
94.0,9,True,chat,8,True,True,2,0.07372437417507172,1
68.0,9,True,terminal,16,True,True,3,-0.026658130809664726,1
68.0,9,True,terminal,16,False,False,4,1.0,1
189.0,9,True,terminal,10,False,False,2,0.018264450132846832,0
200.0,9,True,terminal,10,False,False,3,1.0,0
257.0,9,True,other,0,True,True,3,0.12959259748458862,1
196.0,9,True,other,0,False,False,3,1.0,0
401.0,9,True,other,0,False,False,1,1.0,0
504.0,9,True,browser,5,True,False,1,0.18210408091545105,1
168.0,9,True,browser,5,False,False,2,1.0,0
400.0,9,True,browser,7,False,False,1,0.3370339870452881,0
438.0,9,True,chat,12,True,True,2,0.13894188404083252,1
112.0,9,True,chat,11,False,False,2,0.18231408298015594,1
49.0,9,True,chat,11,False,False,3,1.0,0
58.0,9,True,chat,15,True,False,4,0.18394501507282257,1
72.0,9,True,chat,15,False,False,5,1.0,1
207.0,9,True,chat,15,False,False,3,1.0,0
372.0,9,True,chat,15,False,False,1,1.0,0
485.0,10,True,other,0,True,False,2,0.10489481687545776,0
627.0,10,True,ide,33,True,True,2,0.12626834213733673,1
76.0,10,True,ide,16,False,False,2,0.1529022455215454,0
211.0,10,True,ide,16,False,False,2,1.0,0
353.0,10,True,chat,15,True,False,2,0.005156234372407198,0
437.0,10,True,chat,15,False,False,2,1.0,0
456.0,10,True,chat,15,False,False,3,1.0,0
490.0,10,True,chat,15,False,False,4,1.0,1
84.0,10,True,chat,15,False,False,4,1.0,0
119.0,10,True,chat,15,False,False,5,1.0,1
184.0,10,True,chat,15,False,False,2,1.0,0
277.0,10,True,chat,15,False,False,2,1.0,0
324.0,10,True,chat,15,False,False,2,1.0,0
516.0,10,True,chat,15,False,False,2,1.0,0
606.0,10,True,other,0,True,False,2,0.10489481687545776,0
627.0,10,True,terminal,10,True,False,2,0.12959259748458862,0
792.0,10,True,terminal,10,False,False,3,1.0,0
927.0,10,True,terminal,11,False,False,2,0.13288097083568573,0
1151.0,10,True,terminal,11,False,False,1,1.0,0
1196.0,10,True,terminal,11,False,False,2,1.0,1
233.0,10,True,terminal,16,False,False,2,0.08513405919075012,1
34.0,10,True,terminal,10,False,False,2,0.018264450132846832,1
5.0,10,True,terminal,10,False,False,3,1.0,0
72.0,10,True,terminal,16,False,False,3,0.018264450132846832,1
103.0,10,True,terminal,11,False,False,4,0.08513405919075012,1
146.0,10,True,browser,29,True,False,2,0.20625610649585724,0
208.0,10,True,other,0,True,False,2,0.13386064767837524,0
447.0,10,True,other,0,False,False,1,1.0,0
598.0,10,True,terminal,16,True,False,1,0.06183013692498207,1
177.0,10,True,terminal,10,False,False,1,0.018264450132846832,1
inf,9,True,document,18,True,True,0,0.0,1
24.0,9,True,document,18,False,False,1,1.0,0
56.0,9,True,browser,7,True,True,2,0.0225155521184206,1
120.0,9,True,browser,29,False,False,3,0.10767611861228943,1
35.0,9,True,browser,5,False,False,4,0.12991370260715485,1
120.0,9,True,browser,29,False,False,3,0.12991370260715485,1
223.0,9,True,browser,5,False,False,1,0.12991370260715485,1
211.0,9,True,browser,29,False,False,1,0.12991370260715485,0
394.0,9,True,browser,7,False,False,1,0.10767611861228943,0
612.0,9,True,browser,29,False,False,1,0.10767611861228943,0
799.0,9,True,terminal,16,True,True,1,0.1838572919368744,1
106.0,9,True,terminal,11,False,False,2,0.08513405919075012,1
81.0,9,True,terminal,10,False,False,2,0.13288097083568573,0
93.0,9,True,terminal,16,False,False,3,0.018264450132846832,0
240.0,9,True,chat,15,True,True,3,-0.03768331930041313,0
363.0,9,True,browser,29,True,False,3,0.0745091661810875,0
399.0,9,True,browser,29,False,False,2,1.0,0
437.0,9,True,browser,29,False,False,3,1.0,0
537.0,9,True,browser,5,False,False,4,0.12991370260715485,1
26.0,9,True,browser,7,False,False,4,0.3370339870452881,1
239.0,9,True,browser,5,False,False,2,0.3370339870452881,0
294.0,9,True,ide,16,True,True,2,0.0007697939872741699,1
28.0,9,True,chat,8,True,True,2,0.0938778966665268,0
64.0,9,True,chat,15,True,False,3,0.2555195987224579,0
81.0,9,True,chat,15,False,False,4,1.0,0
296.0,9,True,chat,15,False,False,4,1.0,0
398.0,9,True,chat,8,True,True,1,0.054968830198049545,0
493.0,9,True,chat,8,False,False,2,1.0,0
568.0,9,True,chat,8,False,False,3,1.0,1
13.0,9,True,chat,8,False,False,4,1.0,0
80.0,9,True,chat,11,False,False,4,0.2170764058828354,0
190.0,9,True,chat,12,False,False,4,0.18231408298015594,0
217.0,9,True,chat,8,True,False,5,0.08680709451436996,1
112.0,9,True,chat,8,False,False,3,1.0,0
278.0,9,True,chat,8,False,False,2,1.0,0
380.0,9,True,document,18,True,False,2,0.07372437417507172,1
144.0,10,True,terminal,11,True,False,2,0.002366013824939728,0
277.0,10,True,chat,11,True,False,2,0.26160290837287903,1
51.0,10,True,chat,12,False,False,2,0.18231408298015594,0
112.0,10,True,chat,11,False,False,3,0.18231408298015594,1
19.0,10,True,chat,12,False,False,4,0.18231408298015594,0
220.0,10,True,chat,8,True,False,3,0.08680709451436996,1
45.0,10,True,chat,8,False,False,3,1.0,0
118.0,10,True,chat,8,False,False,2,1.0,0
318.0,10,True,chat,8,False,False,2,1.0,0
539.0,10,True,browser,7,True,False,1,0.2692223787307739,0
758.0,10,True,chat,8,True,False,1,0.2692223787307739,1
65.0,10,True,browser,29,True,False,2,0.10069330781698227,1
183.0,10,True,browser,7,False,False,2,0.10767611861228943,1
12.0,10,True,browser,7,False,False,3,1.0,1
149.0,10,True,chat,11,True,False,2,0.13620144128799438,1
219.0,10,True,chat,8,False,False,1,0.2170764058828354,1
49.0,10,True,chat,8,True,False,2,0.07586166262626648,0
68.0,10,True,chat,8,False,False,3,1.0,0
78.0,10,True,chat,8,False,False,4,1.0,0
167.0,10,True,chat,8,False,False,4,1.0,0
259.0,10,True,browser,29,True,False,5,0.10069330781698227,1
20.0,10,True,chat,15,True,False,6,0.0745091661810875,1
203.0,10,True,chat,15,False,False,2,1.0,0
226.0,10,True,chat,15,False,False,3,1.0,1
inf,9,False,chat,8,True,True,0,0.0,1
80.0,9,False,chat,8,False,False,1,1.0,0
111.0,9,False,chat,8,False,False,2,1.0,0
343.0,9,False,chat,8,False,False,2,1.0,0
488.0,9,False,chat,8,False,False,1,1.0,0
645.0,9,False,ide,25,True,True,1,-0.04968135431408882,1
115.0,9,False,chat,8,True,False,2,-0.04968135431408882,0
347.0,9,False,browser,7,True,True,1,0.2692223787307739,1
30.0,9,False,browser,29,False,False,2,0.10767611861228943,0
139.0,9,False,browser,29,False,False,2,1.0,0
330.0,9,False,browser,7,False,False,2,0.10767611861228943,0
407.0,9,False,browser,7,False,False,2,1.0,0
424.0,9,False,browser,29,False,False,3,0.10767611861228943,1
220.0,9,False,browser,7,False,False,2,0.10767611861228943,0
317.0,9,False,browser,29,False,False,1,0.10767611861228943,1
80.0,9,False,browser,29,False,False,2,1.0,0
136.0,9,False,other,0,True,True,3,0.13386064767837524,1
48.0,9,False,other,0,False,False,4,1.0,0
174.0,9,False,other,0,False,False,3,1.0,0
299.0,9,False,terminal,11,True,True,3,0.10376185923814774,1
72.0,9,False,terminal,10,False,False,2,0.13288097083568573,0
176.0,9,False,terminal,10,False,False,2,1.0,0
275.0,9,False,terminal,11,False,False,3,0.13288097083568573,1
72.0,9,False,terminal,16,False,False,3,0.08513405919075012,0
134.0,9,False,terminal,11,False,False,3,0.08513405919075012,1
43.0,9,False,document,18,True,True,4,0.002366013824939728,1
26.0,9,False,other,0,True,False,4,0.09299242496490479,1
198.0,9,False,other,0,False,False,3,1.0,1
220.0,9,False,other,0,False,False,1,1.0,0
362.0,9,False,other,0,False,False,1,1.0,0
513.0,9,False,other,0,False,False,2,1.0,0
538.0,9,False,chat,12,True,True,2,0.253898948431015,1
13.0,9,False,chat,11,False,False,3,0.18231408298015594,1
209.0,10,False,chat,11,False,False,3,1.0,0
251.0,10,False,chat,11,False,False,4,1.0,0
300.0,10,False,chat,12,False,False,3,0.18231408298015594,1
211.0,10,False,browser,29,True,False,2,0.12092063575983047,0
324.0,10,False,browser,29,False,False,1,1.0,0
440.0,10,False,browser,7,False,False,2,0.10767611861228943,0
482.0,10,False,browser,7,False,False,3,1.0,0
720.0,10,False,chat,12,True,False,2,0.13894188404083252,0
747.0,10,False,chat,15,True,True,2,0.0035856072790920734,1
146.0,10,False,chat,15,False,False,2,1.0,0
284.0,10,False,chat,15,False,False,2,1.0,0
490.0,10,False,chat,15,False,False,1,1.0,0
523.0,10,False,chat,8,True,False,2,0.2555195987224579,1
150.0,10,False,chat,8,False,False,2,1.0,1
32.0,10,False,chat,8,False,False,3,1.0,1
206.0,10,False,chat,8,False,False,2,1.0,0
435.0,10,False,chat,8,False,False,1,1.0,0
607.0,10,False,chat,8,False,False,1,1.0,0
621.0,10,False,chat,8,False,False,2,1.0,0
662.0,10,False,chat,8,False,False,3,1.0,1
14.0,10,False,chat,8,False,False,4,1.0,1
181.0,10,False,chat,8,False,False,4,1.0,0
421.0,10,False,chat,8,False,False,1,1.0,0
431.0,10,False,chat,8,False,False,2,1.0,0
515.0,10,False,chat,8,False,False,2,1.0,0
739.0,10,False,chat,8,False,False,1,1.0,0
966.0,10,False,chat,8,False,False,1,1.0,0
inf,9,False,terminal,10,True,True,0,0.0,1
160.0,9,False,terminal,11,False,False,1,0.13288097083568573,0
346.0,9,False,chat,11,True,True,1,0.26160290837287903,1
234.0,9,False,chat,12,False,False,1,0.18231408298015594,0
356.0,9,False,chat,12,False,False,1,1.0,0
438.0,9,False,chat,12,False,False,2,1.0,0
544.0,9,False,chat,11,False,False,2,0.18231408298015594,1
135.0,9,False,chat,8,False,False,2,0.2170764058828354,0
283.0,9,False,chat,15,True,True,2,0.054968830198049545,0
364.0,9,False,chat,15,False,False,2,1.0,0
385.0,9,False,chat,15,False,False,3,1.0,1
168.0,9,False,chat,15,False,False,3,1.0,0
239.0,9,False,chat,15,False,False,3,1.0,0
292.0,9,False,chat,15,False,False,3,1.0,0
527.0,9,False,chat,15,False,False,2,1.0,0
701.0,9,False,chat,15,False,False,1,1.0,0
890.0,9,False,chat,15,False,False,1,1.0,0
970.0,9,False,chat,15,False,False,2,1.0,0
1078.0,9,False,chat,15,False,False,2,1.0,0
1232.0,9,False,chat,15,False,False,2,1.0,0
1324.0,9,False,chat,8,True,True,2,0.2555195987224579,0
1465.0,9,False,browser,7,True,True,2,0.2692223787307739,0
1702.0,9,False,browser,5,False,False,1,0.3370339870452881,0
1783.0,9,False,chat,11,True,False,1,0.25155866146087646,0
1863.0,9,False,chat,15,True,False,2,0.18394501507282257,1
194.0,9,False,chat,15,False,False,2,1.0,0
373.0,10,False,chat,15,False,False,1,1.0,0
434.0,10,False,document,18,True,True,2,0.1011812835931778,0
546.0,10,False,document,18,False,False,2,1.0,0
617.0,10,False,terminal,11,True,False,3,0.002366013824939728,1
222.0,10,False,terminal,11,False,False,2,1.0,1
226.0,10,False,terminal,16,False,False,1,0.08513405919075012,1
163.0,10,False,terminal,10,False,False,1,0.018264450132846832,1
133.0,10,False,terminal,16,False,False,2,0.018264450132846832,1
102.0,10,False,terminal,10,False,False,2,0.018264450132846832,0
120.0,10,False,terminal,11,False,False,3,0.13288097083568573,1
56.0,10,False,browser,29,True,False,3,0.20625610649585724,0
289.0,10,False,browser,7,False,False,2,0.10767611861228943,0
374.0,10,False,chat,8,True,False,1,0.2692223787307739,1
129.0,10,False,browser,29,True,False,2,0.10069330781698227,0
214.0,10,False,browser,29,False,False,3,1.0,1
120.0,10,False,browser,29,False,False,2,1.0,0
272.0,10,False,browser,29,False,False,2,1.0,0
310.0,10,False,chat,8,True,False,2,0.10069330781698227,1
108.0,10,False,chat,8,False,False,3,1.0,0
211.0,10,False,chat,8,False,False,3,1.0,0
403.0,10,False,chat,8,False,False,2,1.0,0
636.0,10,False,chat,8,False,False,1,1.0,0
645.0,10,False,chat,8,False,False,2,1.0,0
707.0,10,False,chat,8,False,False,2,1.0,0
791.0,10,False,chat,8,False,False,3,1.0,0
924.0,10,False,chat,8,False,False,4,1.0,0
945.0,10,False,chat,8,False,False,4,1.0,1
121.0,10,False,terminal,11,True,False,3,0.010674942284822464,1
116.0,10,False,document,18,True,False,3,0.002366013824939728,1
235.0,10,False,browser,5,True,False,1,0.04298821836709976,0
282.0,10,False,browser,29,False,False,2,0.12991370260715485,0
291.0,11,False,chat,15,True,False,3,0.0745091661810875,1
59.0,11,False,chat,15,False,False,3,1.0,1
36.0,11,False,chat,8,True,False,4,0.2555195987224579,1
inf,9,False,chat,11,True,True,0,0.0,1
29.0,9,False,chat,8,False,False,1,0.2170764058828354,0
252.0,9,False,ide,16,True,True,2,0.11516844481229782,0
300.0,9,False,ide,33,False,False,3,0.1529022455215454,1
164.0,9,False,ide,25,False,False,2,0.09299741685390472,0
192.0,9,False,ide,33,False,False,3,0.09299741685390472,0
243.0,9,False,ide,25,False,False,4,0.09299741685390472,0
364.0,9,False,ide,25,False,False,3,1.0,0
545.0,9,False,ide,25,False,False,1,1.0,0
716.0,9,False,chat,15,True,True,1,0.007224977482110262,0
754.0,9,False,browser,29,True,True,2,0.0745091661810875,0
975.0,9,False,browser,29,False,False,2,1.0,0
1213.0,9,False,browser,5,False,False,1,0.12991370260715485,1
178.0,9,False,browser,7,False,False,1,0.3370339870452881,0
280.0,9,False,browser,7,False,False,2,1.0,0
505.0,9,False,document,18,True,True,1,0.0225155521184206,0
633.0,9,False,document,18,False,False,1,1.0,0
750.0,9,False,ide,25,True,False,2,0.1294044405221939,0
922.0,9,False,ide,25,False,False,2,1.0,0
1149.0,9,False,ide,33,False,False,1,0.09299741685390472,0
1301.0,9,False,ide,33,False,False,1,1.0,0
1529.0,9,False,terminal,10,True,True,1,0.05828743055462837,1
181.0,9,False,terminal,10,False,False,1,1.0,0
355.0,9,False,ide,25,True,False,1,-0.016883712261915207,0
529.0,10,False,chat,8,True,True,1,-0.04968135431408882,1
43.0,10,False,chat,8,False,False,2,1.0,0
50.0,10,False,document,18,True,False,3,0.07372437417507172,0
184.0,10,False,document,18,False,False,3,1.0,0
411.0,10,False,chat,15,True,False,1,0.1011812835931778,0
498.0,10,False,chat,15,False,False,1,1.0,0
515.0,10,False,chat,15,False,False,2,1.0,0
623.0,10,False,chat,15,False,False,3,1.0,0
741.0,10,False,ide,25,True,False,3,0.007224977482110262,1
224.0,10,False,chat,8,True,False,1,-0.04968135431408882,1
35.0,10,False,chat,8,False,False,2,1.0,0
66.0,10,False,other,0,True,True,3,0.16927768290042877,1
147.0,10,False,other,0,False,False,3,1.0,0
354.0,10,False,other,0,False,False,1,1.0,0
586.0,10,False,other,0,False,False,1,1.0,0
758.0,10,False,other,0,False,False,1,1.0,0
856.0,10,False,other,0,False,False,2,1.0,0
1077.0,10,False,chat,15,True,False,1,0.10489481687545776,1
188.0,10,False,chat,15,False,False,1,1.0,0
222.0,10,False,chat,15,False,False,2,1.0,0
227.0,10,False,chat,15,False,False,3,1.0,0
372.0,10,False,chat,15,False,False,3,1.0,1
16.0,10,False,chat,15,False,False,4,1.0,1
215.0,10,False,chat,8,True,False,2,0.054968830198049545,0
